policy_number,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,has_umbrella_coverage,total_premiums_paid,Contract Years,insured_sex,insured_education_level,insured_occupation,insured_hobbies,hobby_risk_level,insured_relationship,months_as_customer,customer_category,capital-gains,capital-loss,insured_zip,age_category,incident_date,days_until_incident,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,incident_time_of_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,authorities_contacted,total_claim_amount,injury_claim,property_claim,vehicle_claim,per_person_limit,per_event_limit,auto_make,auto_model,auto_year,fraud_reported_mapped,fraud_reported
212580,44.0,2014-07-05,Illinois,500/1000,1000.0,1594.45,0,False,37868.19,24,MALE,High School,handlers-cleaners,bungie-jumping,High Risk,husband,285,Long-Term Client,0.0,0,452747,Middle Aged,2015-02-05,215,Multi-vehicle Collision,Side Collision,Total Loss,NC,Columbus,5812 3rd Hwy,17,Afternoon,2,YES,2,3,NO,Fire,55680.0,6960.0,6960.0,41760,500,1000,Saab,95,2006,0,N
602410,36.0,1996-01-16,Indiana,250/500,2000.0,1463.07,0,False,23896.81,16,MALE,MD,armed-forces,skydiving,High Risk,own-child,196,Long-Term Client,0.0,0,615611,Middle Aged,2015-01-24,6948,Vehicle Theft,Unknown,Trivial Damage,WV,Springfield,4939 Best St,3,Late Night,1,Unknown,1,1,NO,Police,5300.0,530.0,530.0,4240,250,500,Jeep,Grand Cherokee,2001,1,Y
976971,43.0,2002-04-19,Ohio,250/500,500.0,1734.09,0,False,32225.17,19,FEMALE,MD,adm-clerical,camping,Low Risk,not-in-family,223,Long-Term Client,0.0,0,451400,Middle Aged,2015-01-12,4651,Parked Car,Unknown,Trivial Damage,WV,Arlington,4964 Elm Lane,6,Morning,1,YES,0,3,Unknown,None,5200.0,650.0,650.0,3900,250,500,Accura,MDX,2006,0,N
630226,48.0,2005-12-10,Illinois,250/500,500.0,1411.43,0,False,38579.09,27,MALE,Masters,armed-forces,bungie-jumping,High Risk,own-child,328,Long-Term Client,45100.0,-32800,464874,Middle Aged,2015-01-16,3324,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,9588 Solo St,17,Afternoon,1,YES,2,1,NO,Ambulance,59400.0,5940.0,11880.0,41580,250,500,Honda,Civic,2014,0,N
171254,43.0,1994-11-07,Ohio,100/300,2000.0,1512.58,0,False,35923.78,24,FEMALE,College,sales,paintball,High Risk,other-relative,285,Long-Term Client,47600.0,0,452496,Middle Aged,2015-01-13,7372,Vehicle Theft,Unknown,Minor Damage,SC,Arlington,8718 Apache Lane,7,Morning,1,Unknown,1,1,Unknown,Police,2520.0,280.0,280.0,1960,100,300,BMW,3 Series,1997,0,N
247116,31.0,2012-06-02,Illinois,250/500,2000.0,1153.35,0,False,2883.38,2,MALE,PhD,craft-repair,golf,Low Risk,not-in-family,30,Established Client,0.0,0,430714,Middle Aged,2015-02-02,975,Vehicle Theft,Unknown,Trivial Damage,NY,Hillsdale,3590 Best Hwy,9,Morning,1,NO,2,1,YES,Police,5760.0,960.0,960.0,3840,250,500,Suburu,Impreza,2011,0,N
505969,49.0,1998-04-07,Ohio,250/500,500.0,1722.95,0,False,49104.08,28,MALE,PhD,transport-moving,base-jumping,High Risk,not-in-family,342,Long-Term Client,63100.0,-13800,472634,Middle Aged,2015-02-28,6171,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,6149 Best Ridge,3,Late Night,1,Unknown,2,0,YES,Fire,76700.0,7670.0,7670.0,61360,250,500,Suburu,Legacy,2006,0,N
653864,39.0,2007-04-25,Indiana,250/500,2000.0,1281.07,7000000,True,23379.53,18,FEMALE,High School,protective-serv,board-games,Low Risk,unmarried,219,Long-Term Client,0.0,0,608371,Middle Aged,2015-01-18,2825,Parked Car,Unknown,Trivial Damage,NY,Springfield,4116 Embaracadero Lane,6,Morning,1,NO,0,2,NO,Police,5920.0,740.0,740.0,4440,250,500,Chevrolet,Malibu,2015,0,N
586367,62.0,2000-06-30,Illinois,100/300,500.0,1011.92,0,False,39464.88,39,MALE,PhD,machine-op-inspct,paintball,High Risk,wife,468,Long-Term Client,0.0,0,468168,Elderly,2015-02-15,5343,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,3486 Flute Ave,7,Morning,3,YES,0,3,Unknown,Fire,57935.0,7150.0,7150.0,50050,100,300,Chevrolet,Tahoe,2009,0,N
896890,39.0,1996-06-04,Illinois,250/500,2000.0,1042.26,0,False,20932.06,20,MALE,JD,sales,kayaking,Medium Risk,husband,241,Long-Term Client,0.0,0,464107,Middle Aged,2015-01-31,6815,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,5994 5th Ave,21,Evening,3,NO,1,2,Unknown,Ambulance,19080.0,4240.0,2120.0,12720,250,500,Saab,93,1995,0,N
650026,43.0,2009-05-09,Ohio,500/1000,500.0,1235.1,0,False,22952.28,19,FEMALE,Masters,tech-support,exercise,Medium Risk,not-in-family,223,Long-Term Client,66400.0,-34400,466959,Middle Aged,2015-02-10,2103,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,9138 3rd St,14,Afternoon,1,NO,2,1,NO,Police,54400.0,5440.0,5440.0,43520,500,1000,BMW,M5,2011,0,N
547744,32.0,2001-07-08,Ohio,100/300,2000.0,768.91,0,False,8201.71,11,FEMALE,College,sales,chess,Low Risk,other-relative,128,Established Client,0.0,-39300,443522,Middle Aged,2015-02-26,4981,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,3743 Andromedia Ridge,0,Late Night,1,Unknown,1,0,NO,Fire,59800.0,5980.0,5980.0,47840,100,300,Ford,F150,1999,1,Y
598124,29.0,1993-09-20,Ohio,500/1000,500.0,1301.72,0,False,13451.11,10,MALE,Masters,handlers-cleaners,golf,Low Risk,husband,124,Established Client,0.0,0,441726,Young Adult,2015-02-25,7828,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,7644 Tree Ridge,14,Afternoon,3,Unknown,0,3,YES,Police,72000.0,7200.0,7200.0,57600,500,1000,Audi,A3,2005,0,N
436126,48.0,2009-11-03,Indiana,250/500,500.0,1451.54,3000000,True,41489.85,29,MALE,JD,adm-clerical,hiking,Low Risk,husband,343,Long-Term Client,0.0,0,473412,Middle Aged,2015-01-08,1892,Multi-vehicle Collision,Side Collision,Total Loss,SC,Riverwood,3167 2nd St,13,Afternoon,4,NO,2,3,NO,Police,65070.0,7230.0,14460.0,43380,250,500,Mercedes,C300,2003,0,N
739447,53.0,2014-12-10,Indiana,250/500,500.0,767.14,0,False,25827.05,34,MALE,Associate,sales,reading,Low Risk,not-in-family,404,Long-Term Client,25500.0,-36700,466201,Middle Aged,2015-01-14,35,Parked Car,Unknown,Trivial Damage,WV,Columbus,3327 Lincoln Drive,8,Morning,1,NO,0,1,NO,Police,8800.0,1760.0,880.0,6160,250,500,Suburu,Legacy,2002,0,N
427484,24.0,1994-01-08,Ohio,250/500,2000.0,1620.89,0,False,8509.67,5,FEMALE,High School,handlers-cleaners,movies,Low Risk,other-relative,63,Established Client,0.0,0,469621,Young Adult,2015-02-03,7696,Vehicle Theft,Unknown,Minor Damage,NC,Hillsdale,8621 Best Ridge,7,Morning,1,NO,2,0,NO,Police,6120.0,1020.0,1020.0,4080,250,500,Toyota,Corolla,2015,0,N
218684,37.0,2006-08-05,Indiana,500/1000,2000.0,1048.46,0,False,18348.05,18,MALE,High School,priv-house-serv,skydiving,High Risk,not-in-family,210,Long-Term Client,59900.0,0,466676,Middle Aged,2015-01-05,3075,Vehicle Theft,Unknown,Trivial Damage,OH,Columbus,3878 Tree Lane,9,Morning,1,Unknown,1,2,Unknown,None,7080.0,1180.0,590.0,5310,500,1000,Dodge,RAM,1999,0,N
565564,50.0,2007-02-07,Ohio,100/300,1000.0,1538.26,6000000,True,42943.09,28,MALE,High School,sales,yachting,Low Risk,other-relative,335,Long-Term Client,62200.0,-31400,615346,Middle Aged,2015-01-24,2908,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,9760 Solo Lane,12,Afternoon,3,YES,2,3,YES,Ambulance,34320.0,8580.0,4290.0,21450,100,300,Volkswagen,Passat,2009,0,N
743163,40.0,2001-04-09,Ohio,500/1000,2000.0,1217.69,0,False,1116.22,1,FEMALE,MD,prof-specialty,reading,Low Risk,wife,11,New Client,24000.0,0,440106,Middle Aged,2015-01-26,5040,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,9138 1st St,6,Morning,3,Unknown,1,0,Unknown,Other,53460.0,9720.0,9720.0,34020,500,1000,Dodge,Neon,2004,1,Y
604614,33.0,1995-02-17,Indiana,100/300,2000.0,1362.64,5000000,True,16124.57,12,FEMALE,JD,exec-managerial,cross-fit,Medium Risk,wife,142,Established Client,0.0,0,450332,Middle Aged,2015-01-21,7278,Single Vehicle Collision,Side Collision,Total Loss,NC,Columbus,3414 Elm Ave,11,Morning,1,YES,1,3,Unknown,Other,81360.0,6780.0,13560.0,61020,100,300,Suburu,Legacy,2009,1,Y
509928,43.0,1995-07-25,Ohio,100/300,1000.0,1279.13,0,False,28993.61,23,MALE,PhD,craft-repair,bungie-jumping,High Risk,other-relative,272,Long-Term Client,0.0,0,615226,Middle Aged,2015-02-06,7136,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Springfield,3172 Tree Ridge,5,Late Night,3,Unknown,1,2,YES,Ambulance,81070.0,7370.0,14740.0,58960,100,300,Audi,A3,2006,1,Y
593390,26.0,2006-03-24,Illinois,100/300,2000.0,924.72,0,False,5317.14,6,FEMALE,High School,machine-op-inspct,base-jumping,High Risk,unmarried,69,Established Client,0.0,0,437688,Young Adult,2015-01-07,3211,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,6104 Oak Ave,14,Afternoon,1,NO,2,2,NO,Fire,63120.0,5260.0,10520.0,47340,100,300,Audi,A5,2008,0,N
970607,28.0,1995-03-28,Ohio,250/500,1000.0,1019.44,0,False,3228.23,3,MALE,Masters,transport-moving,yachting,Low Risk,not-in-family,38,Established Client,0.0,-39700,437387,Young Adult,2015-02-10,7259,Vehicle Theft,Unknown,Trivial Damage,NC,Springfield,9742 5th Ridge,17,Afternoon,1,Unknown,2,1,NO,None,7200.0,1440.0,720.0,5040,250,500,BMW,X5,2004,0,N
174701,46.0,1996-06-19,Illinois,500/1000,500.0,1314.6,0,False,35932.4,27,FEMALE,MD,prof-specialty,exercise,Medium Risk,not-in-family,328,Long-Term Client,24800.0,0,458139,Middle Aged,2015-02-23,6823,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,8782 3rd St,0,Late Night,1,Unknown,2,3,Unknown,Other,70290.0,12780.0,6390.0,51120,500,1000,Saab,92x,1998,1,Y
529398,43.0,1993-06-16,Ohio,100/300,1000.0,1515.18,6000000,True,35480.47,23,MALE,College,priv-house-serv,camping,Low Risk,other-relative,281,Long-Term Client,0.0,0,443191,Middle Aged,2015-01-09,7877,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,9798 Sky Ridge,21,Evening,3,NO,1,0,NO,Fire,60190.0,9260.0,9260.0,41670,100,300,BMW,X6,1999,0,N
940942,44.0,2001-07-11,Ohio,250/500,2000.0,1649.18,0,False,33808.19,20,MALE,College,farming-fishing,base-jumping,High Risk,other-relative,246,Long-Term Client,0.0,-58600,613647,Middle Aged,2015-02-22,4974,Single Vehicle Collision,Front Collision,Major Damage,NY,Hillsdale,5483 Francis Drive,18,Evening,1,YES,1,2,YES,Other,61380.0,11160.0,5580.0,44640,250,500,Honda,Civic,2009,1,Y
442677,49.0,2008-11-22,Ohio,250/500,500.0,1451.01,0,False,36033.42,25,FEMALE,College,other-service,exercise,Medium Risk,own-child,298,Long-Term Client,47800.0,0,460820,Middle Aged,2015-02-21,2282,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2005 Texas Hwy,17,Afternoon,1,NO,2,2,NO,Ambulance,28100.0,2810.0,5620.0,19670,250,500,Jeep,Grand Cherokee,2012,0,N
365364,50.0,2002-12-28,Illinois,500/1000,1000.0,978.46,0,False,26907.65,28,FEMALE,High School,sales,yachting,Low Risk,husband,330,Long-Term Client,0.0,0,431121,Middle Aged,2015-02-04,4421,Single Vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,6634 Texas Ridge,19,Evening,1,YES,0,0,NO,Fire,49060.0,8920.0,8920.0,31220,500,1000,Chevrolet,Silverado,1995,0,N
114839,50.0,2006-01-01,Illinois,250/500,500.0,1198.34,4000000,True,36149.92,30,MALE,Associate,sales,board-games,Low Risk,wife,362,Long-Term Client,53000.0,-72500,619735,Middle Aged,2015-01-07,3293,Multi-vehicle Collision,Side Collision,Total Loss,NY,Columbus,8655 Cherokee Lane,17,Afternoon,3,Unknown,1,1,NO,Fire,57060.0,6340.0,6340.0,44380,250,500,Mercedes,E400,1995,0,N
872734,38.0,1990-05-19,Indiana,100/300,2000.0,1003.23,0,False,20148.2,20,FEMALE,Associate,tech-support,kayaking,Medium Risk,not-in-family,241,Long-Term Client,0.0,0,470485,Middle Aged,2015-01-17,9009,Multi-vehicle Collision,Side Collision,Major Damage,VA,Arlington,4955 Lincoln Ridge,23,Evening,3,Unknown,0,3,YES,Fire,77880.0,12980.0,12980.0,51920,100,300,Accura,MDX,2008,0,N
267885,41.0,2013-08-26,Indiana,500/1000,2000.0,1212.0,0,False,24745.0,20,MALE,Masters,exec-managerial,basketball,Medium Risk,unmarried,245,Long-Term Client,24400.0,-60500,620473,Middle Aged,2015-01-28,520,Single Vehicle Collision,Front Collision,Total Loss,NY,Springfield,7705 Best Ridge,4,Late Night,1,YES,0,1,YES,Ambulance,73500.0,7350.0,14700.0,51450,500,1000,Jeep,Wrangler,1999,0,N
740505,52.0,1997-10-12,Illinois,250/500,1000.0,1242.96,7000000,True,38428.18,31,FEMALE,High School,other-service,paintball,High Risk,own-child,371,Long-Term Client,0.0,-37100,449800,Middle Aged,2015-02-22,6342,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,5838 Pine Lane,2,Late Night,2,YES,2,0,Unknown,Other,88920.0,6840.0,13680.0,68400,250,500,Accura,RSX,2010,0,N
629663,52.0,2002-01-21,Illinois,500/1000,1000.0,1053.02,0,False,30098.82,29,FEMALE,Associate,prof-specialty,bungie-jumping,High Risk,not-in-family,343,Long-Term Client,0.0,0,602402,Middle Aged,2015-02-16,4774,Single Vehicle Collision,Front Collision,Major Damage,NY,Arlington,7331 Sky Hwy,2,Late Night,1,Unknown,0,2,NO,Other,47630.0,12990.0,4330.0,30310,500,1000,Toyota,Corolla,2005,1,Y
839884,53.0,1996-09-02,Illinois,100/300,500.0,1693.63,0,False,53208.21,31,FEMALE,MD,craft-repair,kayaking,Medium Risk,unmarried,377,Long-Term Client,0.0,-64000,452456,Middle Aged,2015-02-17,6742,Multi-vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,5640 Embaracadero Lane,10,Morning,3,YES,1,3,NO,Fire,59040.0,6560.0,6560.0,45920,100,300,Saab,93,2015,0,N
241562,37.0,2010-01-28,Illinois,250/500,1000.0,2047.59,0,False,26277.4,13,FEMALE,MD,farming-fishing,dancing,Medium Risk,other-relative,154,Long-Term Client,0.0,-67800,439269,Middle Aged,2015-01-09,1807,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Columbus,9610 Cherokee St,2,Late Night,1,Unknown,0,3,NO,Other,79530.0,14460.0,7230.0,57840,250,500,Accura,MDX,2000,0,N
405533,34.0,2014-10-03,Ohio,100/300,1000.0,1083.72,0,False,14991.46,14,FEMALE,High School,machine-op-inspct,base-jumping,High Risk,wife,166,Long-Term Client,65600.0,-68200,617774,Middle Aged,2015-02-09,129,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,3550 Washington Ave,18,Evening,1,NO,0,2,YES,Police,53680.0,4880.0,4880.0,43920,100,300,Honda,CRV,2005,0,N
667021,46.0,2007-05-02,Ohio,500/1000,1000.0,1138.42,6000000,True,28270.76,25,MALE,JD,prof-specialty,dancing,Medium Risk,own-child,298,Long-Term Client,36900.0,-55000,477678,Middle Aged,2015-02-16,2847,Single Vehicle Collision,Side Collision,Minor Damage,SC,Arlington,5277 Texas Lane,18,Evening,1,NO,2,3,YES,Police,33550.0,3050.0,6100.0,24400,500,1000,Volkswagen,Passat,2005,0,N
511621,42.0,1990-09-22,Indiana,250/500,500.0,1072.62,0,False,21005.48,20,FEMALE,Masters,machine-op-inspct,exercise,Medium Risk,husband,235,Long-Term Client,39900.0,-60200,444913,Middle Aged,2015-02-18,8915,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,3654 Cherokee Ave,7,Morning,4,Unknown,2,1,YES,Other,69100.0,6910.0,6910.0,55280,250,500,Toyota,Highlander,2006,0,N
476923,35.0,2004-09-19,Illinois,100/300,2000.0,1219.04,0,False,17472.91,14,MALE,MD,handlers-cleaners,paintball,High Risk,own-child,172,Long-Term Client,63600.0,-68700,456602,Middle Aged,2015-01-11,3766,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Hillsdale,7380 5th Hwy,19,Evening,3,Unknown,2,0,NO,Police,79750.0,14500.0,14500.0,50750,100,300,Nissan,Pathfinder,1999,0,N
735822,28.0,1995-08-28,Indiana,100/300,2000.0,1371.78,0,False,3086.5,2,MALE,JD,farming-fishing,polo,Medium Risk,other-relative,27,Established Client,0.0,-32500,451560,Young Adult,2015-02-04,7100,Multi-vehicle Collision,Front Collision,Major Damage,PA,Riverwood,2539 Embaracadero Ridge,10,Morning,3,Unknown,0,2,YES,Other,53600.0,5360.0,10720.0,37520,100,300,Audi,A5,2015,1,Y
492745,54.0,2004-02-04,Indiana,100/300,2000.0,1506.21,0,False,53721.49,36,MALE,Masters,transport-moving,kayaking,Medium Risk,unmarried,428,Long-Term Client,0.0,-24400,453407,Middle Aged,2015-01-22,4005,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,4693 Lincoln Hwy,16,Afternoon,3,NO,1,0,Unknown,Fire,76560.0,12760.0,6380.0,57420,100,300,Nissan,Ultima,2009,0,N
130930,32.0,2014-07-23,Indiana,100/300,1000.0,1058.21,3000000,True,8730.23,8,MALE,JD,craft-repair,golf,Low Risk,unmarried,99,Established Client,0.0,0,618655,Middle Aged,2015-01-10,171,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,2376 Sky Ridge,17,Afternoon,1,YES,1,1,NO,Fire,41130.0,4570.0,4570.0,31990,100,300,Dodge,RAM,1999,0,N
261119,26.0,1997-03-21,Illinois,500/1000,2000.0,932.14,0,False,8311.58,9,MALE,MD,sales,cross-fit,Medium Risk,own-child,107,Established Client,40600.0,0,612550,Young Adult,2015-01-10,6504,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Columbus,1273 Rock Lane,2,Late Night,3,NO,2,3,NO,Fire,78650.0,14300.0,7150.0,57200,500,1000,Audi,A3,1996,1,Y
280709,41.0,1991-05-06,Ohio,500/1000,2000.0,1608.34,0,False,36455.71,23,FEMALE,Associate,farming-fishing,reading,Low Risk,own-child,272,Long-Term Client,33300.0,-10600,466718,Middle Aged,2015-02-16,8687,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,8281 Lincoln Lane,19,Evening,1,Unknown,1,1,Unknown,Other,71060.0,6460.0,12920.0,51680,500,1000,Saab,92x,2010,0,N
898573,37.0,1992-08-07,Indiana,500/1000,1000.0,1728.56,0,False,21751.05,13,FEMALE,Masters,farming-fishing,dancing,Medium Risk,own-child,151,Long-Term Client,54000.0,0,617947,Middle Aged,2015-02-08,8220,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,6429 4th Hwy,0,Late Night,1,YES,1,1,Unknown,Fire,38830.0,3530.0,3530.0,31770,500,1000,Suburu,Legacy,1999,0,N
547802,43.0,2013-09-03,Illinois,250/500,1000.0,1518.46,0,False,31508.04,21,FEMALE,MD,armed-forces,cross-fit,Medium Risk,own-child,249,Long-Term Client,0.0,0,606238,Middle Aged,2015-01-26,510,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,2201 4th Lane,16,Afternoon,1,Unknown,0,0,YES,Fire,53500.0,5350.0,5350.0,42800,250,500,Saab,92x,2015,0,N
600845,38.0,2012-01-05,Illinois,100/300,2000.0,1540.19,0,False,22717.8,15,FEMALE,College,adm-clerical,skydiving,High Risk,other-relative,177,Long-Term Client,0.0,-74500,463842,Middle Aged,2015-02-01,1123,Single Vehicle Collision,Front Collision,Major Damage,VA,Columbus,5506 Best St,20,Evening,1,YES,2,0,NO,Other,73700.0,7370.0,7370.0,58960,100,300,Chevrolet,Silverado,2001,1,Y
390381,40.0,2007-01-27,Ohio,500/1000,2000.0,965.21,0,False,15282.49,16,FEMALE,JD,exec-managerial,camping,Low Risk,other-relative,190,Long-Term Client,36900.0,-53700,610354,Middle Aged,2015-02-02,2928,Parked Car,Unknown,Trivial Damage,SC,Hillsdale,8404 Embaracadero St,10,Morning,1,Unknown,2,1,YES,None,6300.0,630.0,630.0,5040,500,1000,Nissan,Ultima,2001,0,N
629918,36.0,2005-10-14,Illinois,100/300,2000.0,1278.75,0,False,18541.88,14,FEMALE,College,tech-support,paintball,High Risk,own-child,174,Long-Term Client,53200.0,-53800,461328,Middle Aged,2015-02-06,3402,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,2117 Lincoln Hwy,21,Evening,3,Unknown,2,2,NO,Ambulance,65400.0,10900.0,10900.0,43600,100,300,Dodge,RAM,2012,0,N
208298,28.0,1990-11-03,Ohio,250/500,1000.0,773.99,0,False,6127.42,8,MALE,Associate,armed-forces,board-games,Low Risk,other-relative,95,Established Client,0.0,-70300,458727,Young Adult,2015-01-01,8825,Vehicle Theft,Unknown,Trivial Damage,PA,Springfield,6359 MLK Ridge,3,Late Night,1,YES,1,2,NO,None,3200.0,640.0,320.0,2240,250,500,Mercedes,E400,2014,0,N
513099,51.0,2005-10-15,Indiana,500/1000,1000.0,1532.47,0,False,47378.86,31,FEMALE,Associate,tech-support,golf,Low Risk,other-relative,371,Long-Term Client,60300.0,-24700,452587,Middle Aged,2015-01-19,3383,Single Vehicle Collision,Rear Collision,Major Damage,NY,Arlington,9751 Sky Ridge,7,Morning,1,YES,0,3,YES,Fire,75400.0,7540.0,15080.0,52780,500,1000,Dodge,RAM,2012,1,Y
184938,28.0,1999-05-22,Illinois,250/500,1000.0,1340.56,0,False,223.43,0,FEMALE,JD,machine-op-inspct,golf,Low Risk,not-in-family,2,New Client,0.0,0,433184,Young Adult,2015-01-17,5719,Single Vehicle Collision,Side Collision,Minor Damage,NY,Northbend,9020 Elm Ave,19,Evening,1,YES,0,2,YES,Fire,58140.0,6460.0,6460.0,45220,250,500,Saab,92x,2008,0,N
187775,44.0,2002-12-21,Ohio,100/300,500.0,1297.75,4000000,True,29091.23,22,FEMALE,JD,other-service,chess,Low Risk,own-child,269,Long-Term Client,0.0,-41400,451280,Middle Aged,2015-02-01,4425,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Columbus,1830 Sky St,15,Afternoon,3,Unknown,0,1,Unknown,Ambulance,98670.0,15180.0,15180.0,68310,100,300,Chevrolet,Tahoe,2010,1,Y
326322,27.0,2007-02-10,Illinois,250/500,1000.0,433.33,0,False,3647.19,8,MALE,Masters,machine-op-inspct,golf,Low Risk,other-relative,101,Established Client,25900.0,0,603269,Young Adult,2015-01-02,2883,Parked Car,Unknown,Minor Damage,SC,Hillsdale,6067 Weaver Ridge,7,Morning,1,Unknown,0,3,NO,None,5900.0,1180.0,590.0,4130,250,500,Mercedes,E400,2009,0,N
146138,30.0,2002-03-01,Indiana,250/500,2000.0,1025.54,0,False,8033.4,8,FEMALE,High School,armed-forces,paintball,High Risk,other-relative,94,Established Client,0.0,-52600,442632,Young Adult,2015-02-20,4739,Single Vehicle Collision,Rear Collision,Major Damage,NC,Arlington,1840 Embaracadero Ave,19,Evening,1,Unknown,1,3,YES,Fire,64100.0,6410.0,6410.0,51280,250,500,Chevrolet,Malibu,2001,0,N
336047,28.0,2003-04-21,Ohio,250/500,500.0,1264.77,0,False,12331.51,10,FEMALE,Associate,transport-moving,yachting,Low Risk,unmarried,117,Established Client,47500.0,-32500,447300,Young Adult,2015-02-05,4308,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,4058 Tree Drive,13,Afternoon,2,YES,0,1,Unknown,Fire,55440.0,5040.0,10080.0,40320,250,500,Suburu,Forrestor,2009,1,Y
532330,27.0,2002-09-22,Ohio,250/500,500.0,1459.97,5000000,True,13504.72,9,MALE,MD,sales,yachting,Low Risk,other-relative,111,Established Client,0.0,0,441783,Young Adult,2015-02-27,4541,Multi-vehicle Collision,Side Collision,Major Damage,SC,Northbend,4983 MLK Ridge,2,Late Night,3,NO,1,2,NO,Police,80850.0,7350.0,14700.0,58800,250,500,Ford,F150,2011,1,Y
118137,40.0,1998-02-10,Ohio,100/300,500.0,1238.65,0,False,24979.44,20,FEMALE,High School,transport-moving,bungie-jumping,High Risk,husband,242,Long-Term Client,0.0,-44600,468702,Middle Aged,2015-01-27,6195,Vehicle Theft,Unknown,Trivial Damage,WV,Springfield,9744 Texas Drive,5,Late Night,1,YES,1,1,NO,Police,7480.0,680.0,680.0,6120,100,300,Saab,95,1998,0,N
212674,61.0,1992-09-01,Ohio,250/500,500.0,1050.76,0,False,38527.87,37,MALE,PhD,transport-moving,movies,Low Risk,wife,440,Long-Term Client,41500.0,-70200,467942,Elderly,2015-01-26,8182,Single Vehicle Collision,Side Collision,Major Damage,OH,Riverwood,8821 Elm St,21,Evening,1,Unknown,2,3,NO,Fire,53640.0,5960.0,5960.0,41720,250,500,Nissan,Maxima,2004,1,Y
935596,23.0,1999-05-01,Ohio,500/1000,1000.0,1711.72,0,False,2852.87,2,FEMALE,JD,tech-support,base-jumping,High Risk,wife,20,New Client,0.0,0,463678,Young Adult,2015-01-13,5736,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,2886 Tree Ridge,21,Evening,3,NO,2,2,NO,Fire,63250.0,5750.0,11500.0,46000,500,1000,Chevrolet,Tahoe,2002,1,Y
